date,spx_ret,ust10_chg,hy_oas,vix
2015-02-25,-0.00466,0.04,4.98,16.36
2015-02-26,-0.0198,-0.013,4.98,19.15
2015-02-27,-0.00572,0.044,4.98,19.96
2015-03-02,0.00186,0.012,4.98,16.54
2015-03-03,-0.00539,0.071,4.98,17.14
2015-03-04,-0.0036,-0.036,4.98,17.12
2015-03-05,-8e-05,-0.049,4.98,17.8
2015-03-06,-0.00898,-0.015,4.98,17.47
2015-03-09,0.00987,-0.045,4.98,17.7
2015-03-10,0.0203,-0.045,4.98,19.26
2015-03-11,-0.0063,0.035,4.98,15.16
2015-03-12,0.00699,0.01,4.98,16.54
2015-03-13,-0.00315,-0.009,4.98,19.0
2015-03-16,0.00532,-0.005,4.98,18.83
2015-03-17,0.02212,-0.014,4.98,16.41
2015-03-18,0.00732,0.076,4.98,18.84
2015-03-19,-0.02463,-0.019,4.98,19.99
2015-03-20,0.00656,-0.043,4.98,17.93
2015-03-23,0.01746,0.042,4.98,16.49
2015-03-24,-0.0029,0.001,4.98,19.31
2015-03-25,0.01414,0.092,4.98,20.58
2015-03-26,-0.00946,-0.011,4.98,16.67
2015-03-27,-0.0206,0.044,4.98,18.06
2015-03-30,0.00218,0.053,4.98,19.64
2015-03-31,-0.02439,-0.011,4.98,18.17
2015-04-01,-0.00316,-0.02,4.98,15.38
2015-04-02,0.01822,0.04,4.98,18.67
2015-04-03,-0.02654,0.033,4.98,16.53
2015-04-06,-0.01771,-0.046,4.98,16.09
2015-04-07,-0.01425,-0.035,4.98,15.41
2015-04-08,-0.00069,-0.091,4.98,19.79
2015-04-09,-0.00492,0.034,4.98,16.75
2015-04-10,0.01979,-0.0,4.98,18.5
2015-04-13,0.01356,0.004,4.98,18.87
2015-04-14,0.00713,-0.058,4.98,18.24
2015-04-15,0.00224,-0.034,4.98,18.44
2015-04-16,0.00571,-0.009,4.98,18.57
2015-04-17,-0.01187,-0.017,4.98,18.21
2015-04-20,0.0122,0.015,4.98,16.86
2015-04-21,-0.01537,0.033,4.98,16.73
2015-04-22,0.0119,0.101,4.98,17.84
2015-04-23,0.01681,0.009,4.98,17.81
2015-04-24,0.00315,0.055,4.98,18.64
2015-04-27,-0.00227,-0.023,4.98,19.65
2015-04-28,0.0058,-0.057,4.98,18.52
2015-04-29,-0.03986,-0.004,4.98,16.78
2015-04-30,0.00443,-0.054,4.98,14.73
2015-05-01,-0.00139,0.011,4.98,16.85
2015-05-04,-0.00051,-0.021,4.98,15.98
2015-05-05,0.01009,-0.068,4.98,16.9
2015-05-06,-0.00085,0.079,4.98,18.36
2015-05-07,-0.01576,-0.012,4.98,18.13
2015-05-08,-0.00178,-0.056,4.98,20.79
2015-05-11,0.00115,0.046,4.98,18.72
2015-05-12,0.00181,-0.019,4.98,20.86
2015-05-13,0.00247,0.054,4.98,19.07
2015-05-14,0.01475,-0.019,4.98,19.63
2015-05-15,-0.015,-0.012,4.98,17.46
2015-05-18,0.00266,0.024,4.98,16.39
2015-05-19,0.01826,0.034,4.98,17.33
2015-05-20,-0.02408,0.041,4.98,17.98
2015-05-21,0.00272,0.006,4.98,17.06
2015-05-22,-0.008,0.031,4.98,16.5
2015-05-25,-0.00499,0.04,4.98,18.63
2015-05-26,-0.01247,0.018,4.98,16.49
2015-05-27,-0.00217,0.004,4.98,15.7
2015-05-28,0.02598,-0.048,4.98,16.32
2015-05-29,-0.0175,0.034,4.98,17.65
2015-06-01,-0.01617,0.012,4.98,16.51
2015-06-02,-0.01803,-0.007,4.98,17.66
2015-06-03,0.02438,0.061,4.98,18.9
2015-06-04,-0.00627,-0.047,4.98,18.86
2015-06-05,-0.00016,0.076,4.98,17.01
2015-06-08,-0.00544,0.009,4.98,16.04
2015-06-09,-0.01302,0.023,4.98,17.14
2015-06-10,-0.00309,-0.006,4.98,18.98
2015-06-11,0.03462,-0.057,4.98,19.33
2015-06-12,0.01969,0.004,4.98,18.53
2015-06-15,-0.01174,0.023,4.98,19.8
2015-06-16,0.00927,0.037,4.98,20.59
2015-06-17,-0.01144,0.002,4.98,17.28
2015-06-18,-0.02467,-0.078,4.98,20.23
2015-06-19,0.01447,-0.052,4.98,17.61
2015-06-22,0.01644,0.092,4.98,19.53
2015-06-23,0.01484,-0.034,4.98,19.06
2015-06-24,-0.00638,0.067,4.98,15.03
2015-06-25,-0.00213,-0.027,4.98,16.55
2015-06-26,0.0107,0.003,4.98,16.17
2015-06-29,0.00568,0.035,4.98,15.33
2015-06-30,-0.00531,-0.023,4.98,19.32
2015-07-01,-0.02247,0.074,4.98,21.1
2015-07-02,0.00179,0.013,4.98,17.61
2015-07-03,0.01531,0.028,4.98,19.28
2015-07-06,-0.01657,-0.001,4.98,20.23
2015-07-07,0.00914,0.036,4.98,18.31
2015-07-08,0.00484,0.073,4.98,17.96
2015-07-09,0.0107,0.005,4.98,17.63
2015-07-10,0.01241,0.079,4.98,18.81
2015-07-13,-0.00952,-0.014,4.98,19.31
2015-07-14,-0.02244,0.041,4.98,18.69
2015-07-15,-0.00727,0.03,4.98,18.64
2015-07-16,0.01265,-0.033,4.98,17.92
2015-07-17,-0.00739,0.019,4.98,15.61
2015-07-20,-0.00952,0.01,4.98,19.35
2015-07-21,-0.0253,-0.024,4.98,16.07
2015-07-22,0.02474,0.024,4.98,18.93
2015-07-23,0.01176,0.016,4.98,19.13
2015-07-24,0.01098,0.007,4.98,16.29
2015-07-27,0.01375,0.007,4.98,17.09
2015-07-28,0.00827,0.006,4.98,21.18
2015-07-29,-0.00322,-0.005,4.98,17.88
2015-07-30,-0.00209,0.016,4.98,16.17
2015-07-31,-0.00579,-0.016,4.98,19.2
2015-08-03,0.03709,0.116,4.98,16.84
2015-08-04,0.00798,-0.046,4.98,15.12
2015-08-05,-0.00629,-0.013,4.98,18.78
2015-08-06,0.00672,-0.01,4.98,16.63
2015-08-07,-0.01395,0.092,4.98,18.48
2015-08-10,0.02126,-0.043,4.98,16.78
2015-08-11,-0.00905,0.027,4.98,19.06
2015-08-12,0.00722,0.02,4.98,18.28
2015-08-13,0.01512,0.023,4.98,14.12
2015-08-14,0.00559,0.059,4.98,18.57
2015-08-17,0.00152,0.059,4.98,17.57
2015-08-18,0.00035,-0.008,4.98,20.13
2015-08-19,-0.00059,0.018,4.98,18.59
2015-08-20,-0.00787,-0.065,4.98,19.13
2015-08-21,-0.00609,0.014,4.98,16.93
2015-08-24,0.02091,-0.022,4.98,16.81
2015-08-25,-0.00132,0.003,4.98,17.96
2015-08-26,-0.0108,-0.057,4.98,17.46
2015-08-27,-0.00703,0.026,4.98,20.01
2015-08-28,0.01561,-0.058,4.98,17.77
2015-08-31,0.00966,0.016,4.98,16.16
2015-09-01,0.00804,-0.039,4.98,16.76
2015-09-02,-0.00341,-0.024,4.98,19.45
2015-09-03,0.00823,0.056,4.98,17.75
2015-09-04,-0.00881,0.034,4.98,17.67
2015-09-07,-0.00343,0.056,4.98,19.59
2015-09-08,0.01378,0.072,4.98,16.63
2015-09-09,0.01244,-0.021,4.98,14.65
2015-09-10,-0.01355,0.07,4.98,16.72
2015-09-11,-0.01178,-0.049,4.98,18.36
2015-09-14,0.00172,0.04,4.98,17.63
2015-09-15,0.02437,-0.01,4.98,15.66
2015-09-16,-0.02662,-0.027,4.98,19.52
2015-09-17,0.0041,0.035,4.98,18.25
2015-09-18,-0.01906,0.048,4.98,18.58
2015-09-21,-0.00868,0.047,4.98,18.63
2015-09-22,-0.0049,0.019,4.98,16.05
2015-09-23,-0.00569,0.015,4.98,18.45
2015-09-24,-0.00727,0.031,4.98,19.36
2015-09-25,0.0003,0.022,4.98,19.71
2015-09-28,-0.00729,0.032,4.98,19.08
2015-09-29,-0.02027,0.018,4.98,18.77
2015-09-30,0.01112,0.044,4.98,15.39
2015-10-01,0.01074,-0.055,4.98,17.98
2015-10-02,0.012,0.005,4.98,16.57
2015-10-05,-0.02137,-0.045,4.98,19.92
2015-10-06,0.00438,0.021,4.98,19.7
2015-10-07,0.00966,0.076,4.98,16.57
2015-10-08,-0.01424,-0.009,4.98,17.93
2015-10-09,0.00033,0.015,4.98,18.37
2015-10-12,-0.00143,0.04,4.98,19.35
2015-10-13,0.02599,-0.073,4.98,15.49
2015-10-14,0.02714,-0.011,4.98,14.69
2015-10-15,-0.0231,0.025,4.98,18.06
2015-10-16,0.03511,-0.106,4.98,14.2
2015-10-19,-0.01261,-0.029,4.98,18.24
2015-10-20,0.01393,0.054,4.98,18.89
2015-10-21,0.01379,0.05,4.98,19.85
2015-10-22,-0.01374,0.025,4.98,17.07
2015-10-23,0.00711,0.045,4.98,18.24
2015-10-26,-0.00131,0.019,4.98,18.98
2015-10-27,0.00796,0.032,4.98,16.24
2015-10-28,0.00343,-0.003,4.98,19.37
2015-10-29,0.01695,0.015,4.98,18.41
2015-10-30,0.00126,-0.015,4.98,17.09
2015-11-02,-0.00215,0.061,4.98,18.21
2015-11-03,0.01554,0.071,4.98,17.79
2015-11-04,0.00833,0.065,4.98,19.17
2015-11-05,0.01045,-0.006,4.98,17.46
2015-11-06,-0.0091,-0.028,4.98,18.34
2015-11-09,-0.01443,0.061,4.98,17.07
2015-11-10,-0.00775,0.032,4.98,16.59
2015-11-11,-0.00849,0.023,4.98,18.26
2015-11-12,0.01121,-0.015,4.98,16.65
2015-11-13,0.01386,0.027,4.98,19.2
2015-11-16,-0.00197,-0.033,4.98,18.89
2015-11-17,0.02023,0.035,4.98,16.85
2015-11-18,0.01936,0.065,4.98,18.32
2015-11-19,0.00361,0.075,4.98,16.85
2015-11-20,-0.01131,0.038,4.98,15.59
2015-11-23,0.02226,-0.045,4.98,17.1
2015-11-24,-0.00065,0.018,4.98,17.92
2015-11-25,0.00197,0.096,4.98,18.78
2015-11-26,-0.00455,-0.025,4.98,18.22
2015-11-27,-0.01226,0.008,4.98,19.36
2015-11-30,-0.02036,0.067,4.98,16.53
2015-12-01,0.00906,0.035,4.98,17.43
2015-12-02,-0.01077,0.109,4.98,20.47
2015-12-03,0.04303,-0.019,4.98,15.1
2015-12-04,-0.01501,-0.03,4.98,17.32
2015-12-07,-0.0174,0.059,4.98,16.39
2015-12-08,0.00734,-0.038,4.98,17.71
2015-12-09,0.02161,0.002,4.98,17.35
2015-12-10,0.0011,0.007,4.98,18.9
2015-12-11,0.00821,0.051,4.98,18.38
2015-12-14,-0.02561,0.035,4.98,16.04
2015-12-15,-0.00929,0.028,4.98,17.12
2015-12-16,-0.01483,-0.006,4.98,18.0
2015-12-17,-0.02633,0.059,4.98,19.11
2015-12-18,0.00184,0.171,4.98,21.65
2015-12-21,-0.0312,0.038,4.98,19.05
2015-12-22,-0.01831,0.014,4.98,16.48
2015-12-23,-0.00732,-0.042,4.98,17.86
2015-12-24,-0.01144,-0.015,4.98,18.27
2015-12-25,0.00575,0.001,4.98,17.22
2015-12-28,0.00448,-0.011,4.98,18.71
2015-12-29,0.01271,0.009,4.98,14.59
2015-12-30,0.01073,0.081,4.98,18.83
2015-12-31,0.01617,0.06,4.98,17.29
2016-01-01,0.00017,0.004,4.98,17.84
2016-01-04,0.00445,-0.038,4.98,20.2
2016-01-05,0.00736,0.063,4.98,16.11
2016-01-06,0.00218,0.008,4.98,18.41
2016-01-07,-0.00536,-0.059,4.98,19.19
2016-01-08,-0.00445,0.038,4.98,18.26
2016-01-11,-0.01125,0.051,4.98,15.58
2016-01-12,0.0061,-0.087,4.98,20.03
2016-01-13,-0.00112,-0.023,4.98,17.68
2016-01-14,-0.00908,0.006,4.98,17.21
2016-01-15,-0.00907,0.039,4.98,17.53
2016-01-18,-0.01675,-0.011,4.98,17.43
2016-01-19,0.0139,-0.023,4.98,16.21
2016-01-20,0.0013,0.039,4.98,18.25
2016-01-21,-0.01188,-0.009,4.98,17.1
2016-01-22,0.01152,0.032,4.98,19.01
2016-01-25,-0.00765,-0.034,4.98,18.78
2016-01-26,-0.01949,-0.044,4.98,20.44
2016-01-27,0.0145,0.04,4.98,17.68
2016-01-28,-0.00732,0.02,4.98,16.8
2016-01-29,-0.00552,0.047,4.98,15.8
2016-02-01,0.00078,-0.011,4.98,21.29
2016-02-02,0.0162,-0.022,4.98,18.99
2016-02-03,0.00048,0.064,4.98,16.96
2016-02-04,-0.01659,-0.051,4.98,20.54
2016-02-05,0.00781,0.06,4.98,20.03
2016-02-08,-0.00659,0.063,4.98,15.97
2016-02-09,0.02663,0.044,4.98,16.87
2016-02-10,0.00018,-0.018,4.98,17.8
2016-02-11,-0.03109,-0.023,4.98,16.39
2016-02-12,0.0052,0.002,4.98,17.86
2016-02-15,0.02742,-0.042,4.98,19.07
2016-02-16,0.02226,-0.028,4.98,15.94
2016-02-17,0.02583,0.036,4.98,18.44
2016-02-18,-0.01408,0.036,4.97,19.75
2016-02-19,0.01297,-0.032,4.97,18.6
2016-02-22,-0.00991,0.037,4.97,17.89
2016-02-23,0.00334,0.028,4.97,17.0
2016-02-24,-0.01762,0.07,4.97,19.25
2016-02-25,-0.00882,0.033,4.97,16.23
2016-02-26,-0.00927,0.052,4.97,18.36
2016-02-29,0.01278,0.029,4.97,18.04
2016-03-01,0.01141,0.049,4.97,19.69
2016-03-02,0.00408,-0.041,4.97,17.13
2016-03-03,-0.01871,0.005,4.97,17.25
2016-03-04,-0.00416,0.008,4.97,16.14
2016-03-07,-0.01025,0.0,4.97,18.66
2016-03-08,0.01238,0.028,4.97,17.36
2016-03-09,0.01669,0.035,4.97,16.71
2016-03-10,0.01499,0.026,4.97,16.85
2016-03-11,-0.01037,0.003,4.97,18.81
2016-03-14,-0.03815,-0.019,4.97,16.35
2016-03-15,-0.02454,0.054,4.97,16.48
2016-03-16,0.0201,0.024,4.97,19.34
2016-03-17,-0.00542,-0.031,4.97,17.75
2016-03-18,-0.01031,0.002,4.97,19.43
2016-03-21,0.0232,-0.06,4.97,17.46
2016-03-22,0.01791,0.011,4.97,18.0
2016-03-23,0.00054,0.002,4.97,18.23
2016-03-24,-0.00391,-0.013,4.97,20.08
2016-03-25,-0.00165,0.073,4.97,19.96
2016-03-28,0.00338,-0.036,4.97,19.73
2016-03-29,0.0226,0.038,4.97,17.06
2016-03-30,0.00611,0.097,4.97,16.52
2016-03-31,0.01036,0.053,4.97,19.14
2016-04-01,0.01657,0.009,4.97,20.07
2016-04-04,-0.01618,-0.035,4.97,19.74
2016-04-05,0.01077,-0.044,4.97,18.02
2016-04-06,-0.00392,-0.006,4.97,19.09
2016-04-07,-0.03503,-0.017,4.97,19.12
2016-04-08,-0.02959,-0.019,4.98,18.22
2016-04-11,-0.01405,-0.003,4.97,18.29
2016-04-12,0.00764,0.006,4.97,18.15
2016-04-13,0.00179,0.029,4.97,16.82
2016-04-14,0.00278,-0.04,4.97,16.97
2016-04-15,0.02751,-0.017,4.97,16.95
2016-04-18,-0.01757,0.004,4.97,15.6
2016-04-19,-0.00018,0.002,4.97,18.21
2016-04-20,0.00446,0.083,4.97,17.94
2016-04-21,-0.01011,0.019,4.97,19.14
2016-04-22,0.0006,-0.055,4.97,19.89
2016-04-25,-0.0222,0.027,4.97,19.99
2016-04-26,0.01994,0.032,4.97,20.13
2016-04-27,-0.00934,0.005,4.97,16.86
2016-04-28,0.02864,-0.039,4.97,15.85
2016-04-29,-0.00025,0.08,4.97,19.4
2016-05-02,0.01459,-0.033,4.97,20.07
2016-05-03,-0.00055,0.036,4.97,20.33
2016-05-04,-0.00023,0.018,4.97,18.73
2016-05-05,-0.00798,0.034,4.97,15.0
2016-05-06,0.00187,0.078,4.97,18.55
2016-05-09,0.00465,0.032,4.97,18.83
2016-05-10,-0.01078,-0.012,4.97,19.88
2016-05-11,-0.00155,0.054,4.97,20.14
2016-05-12,-0.00834,-0.015,4.97,19.36
2016-05-13,0.0324,0.017,4.97,17.12
2016-05-16,-0.00106,-0.042,4.97,16.46
2016-05-17,0.02183,-0.031,4.97,18.8
2016-05-18,-0.00254,0.012,4.97,16.81
2016-05-19,0.00383,0.025,4.97,20.21
2016-05-20,-0.0183,-0.058,4.97,15.44
2016-05-23,-0.00606,0.03,4.97,18.85
2016-05-24,0.00315,-0.023,4.97,18.48
2016-05-25,0.0224,0.061,4.97,17.69
2016-05-26,0.00331,-0.004,4.97,16.61
2016-05-27,0.01957,-0.035,4.97,14.91
2016-05-30,0.00917,0.013,4.97,17.2
2016-05-31,0.02298,-0.027,4.97,17.23
2016-06-01,-0.00063,0.061,4.97,19.67
2016-06-02,0.03366,0.01,4.97,16.83
2016-06-03,-0.0066,0.004,4.97,18.68
2016-06-06,-0.01053,0.034,4.97,16.06
2016-06-07,-0.01674,-0.03,4.97,18.72
2016-06-08,0.03283,-0.042,4.97,14.64
2016-06-09,0.01167,0.026,4.97,21.14
2016-06-10,-0.00448,-0.034,4.97,17.79
2016-06-13,0.01769,-0.034,4.97,13.81
2016-06-14,0.00983,0.043,4.97,16.92
2016-06-15,0.02773,0.031,4.97,16.69
2016-06-16,-0.02147,-0.04,4.97,17.02
2016-06-17,-0.00352,-0.015,4.97,17.45
2016-06-20,-0.00628,-0.026,4.97,17.01
2016-06-21,-0.02743,0.081,4.97,16.78
2016-06-22,0.01504,0.046,4.97,16.26
2016-06-23,-0.00359,-0.007,4.97,19.23
2016-06-24,0.01055,0.033,4.97,19.8
2016-06-27,0.03324,-0.044,4.97,17.62
2016-06-28,-0.00475,-0.017,4.97,17.97
2016-06-29,-0.0057,0.014,4.97,16.31
2016-06-30,0.00186,0.028,4.97,18.11
2016-07-01,0.01402,0.006,4.97,18.34
2016-07-04,-0.00773,0.02,4.97,17.67
2016-07-05,-0.00863,0.013,4.97,18.59
2016-07-06,0.01873,-0.037,7.97,28.46
2016-07-07,0.00652,-0.042,7.98,26.42
2016-07-08,-0.03711,-0.047,7.97,29.79
2016-07-11,-0.02236,-0.021,7.97,27.69
2016-07-12,0.02672,-0.014,7.97,30.51
2016-07-13,0.00693,-0.022,7.97,28.63
2016-07-14,-0.01402,-0.077,7.97,30.96
2016-07-15,-0.00337,-0.07,7.97,29.76
2016-07-18,-6e-05,-0.014,7.97,28.34
2016-07-19,0.01294,0.029,7.97,26.92
2016-07-20,-0.02475,-0.024,7.97,26.95
2016-07-21,-0.01544,-0.046,7.98,28.8
2016-07-22,0.00461,-0.021,7.98,28.21
2016-07-25,-0.0021,-0.075,7.98,27.12
2016-07-26,0.00999,0.022,7.98,29.25
2016-07-27,-0.02243,-0.023,7.98,28.06
2016-07-28,0.00613,-0.057,7.98,29.26
2016-07-29,0.01935,-0.037,7.98,26.54
2016-08-01,0.00846,-0.051,7.98,29.5
2016-08-02,0.0022,0.022,7.98,28.75
2016-08-03,-0.00203,-0.038,7.98,29.8
2016-08-04,-0.01533,-0.024,7.97,29.47
2016-08-05,-0.0016,-0.007,7.98,27.87
2016-08-08,0.02237,-0.06,7.98,27.75
2016-08-09,-0.00244,-0.022,7.98,30.67
2016-08-10,-0.01632,-0.019,7.98,27.56
2016-08-11,-0.00916,-0.092,7.97,29.12
2016-08-12,0.00332,-0.02,7.97,27.43
2016-08-15,-0.00702,-0.032,7.97,25.21
2016-08-16,0.00844,-0.025,7.97,26.16
2016-08-17,0.00911,-0.029,7.97,28.61
2016-08-18,0.0157,-0.02,7.97,29.05
2016-08-19,0.02532,0.023,7.97,28.61
2016-08-22,0.01763,-0.077,7.97,29.72
2016-08-23,-0.01712,-0.044,7.97,28.59
2016-08-24,-0.01656,-0.003,7.97,26.84
2016-08-25,-0.00166,-0.011,7.98,28.89
2016-08-26,-0.00842,-0.012,7.98,28.25
2016-08-29,-0.02079,0.08,7.98,27.14
2016-08-30,-0.00825,-0.005,7.98,28.71
2016-08-31,-0.00884,0.015,7.98,28.12
2016-09-01,-0.01239,-0.042,7.98,27.09
2016-09-02,-0.00598,-0.07,7.98,27.73
2016-09-05,0.02091,-0.043,7.98,30.12
2016-09-06,0.00329,-0.002,7.97,30.07
2016-09-07,0.04419,-0.014,7.97,28.28
2016-09-08,0.00277,-0.014,7.97,28.09
2016-09-09,-0.00552,-0.039,7.98,25.85
2016-09-12,-0.00023,-0.045,7.98,30.58
2016-09-13,0.00432,-0.037,7.98,29.55
2016-09-14,0.00753,-0.001,7.98,29.13
2016-09-15,0.03708,0.004,7.98,24.59
2016-09-16,-0.01552,-0.07,7.98,28.06
2016-09-19,0.01516,0.0,7.98,27.81
2016-09-20,0.00344,-0.056,7.98,29.02
2016-09-21,-0.02858,-0.011,7.98,27.32
2016-09-22,0.01357,-0.038,7.98,27.65
2016-09-23,0.02252,0.033,7.98,28.93
2016-09-26,-0.01573,-0.047,7.98,26.84
2016-09-27,-0.00046,-0.023,7.98,27.14
2016-09-28,-0.03136,-0.006,7.98,28.29
2016-09-29,-0.02296,-0.065,7.98,30.01
2016-09-30,0.01856,-0.033,7.98,29.21
2016-10-03,-0.0087,-0.041,7.97,29.61
2016-10-04,-0.02026,-0.051,7.97,28.09
2016-10-05,0.00383,-0.048,7.97,30.24
2016-10-06,-0.0097,0.014,7.97,25.39
2016-10-07,-0.00877,-0.054,7.97,31.03
2016-10-10,0.01301,-0.007,7.97,31.23
2016-10-11,-0.02121,-0.017,7.97,28.68
2016-10-12,-0.0166,-0.086,7.97,29.25
2016-10-13,0.00247,-0.009,7.97,27.94
2016-10-14,0.01715,-0.087,7.98,27.69
2016-10-17,0.02199,-0.005,7.97,27.08
2016-10-18,-0.01227,-0.05,7.97,27.93
2016-10-19,0.01657,-0.03,7.97,28.83
2016-10-20,-0.01441,-0.082,7.97,28.63
2016-10-21,0.03257,-0.025,7.97,30.98
2016-10-24,-0.02071,0.007,7.97,28.15
2016-10-25,0.02361,-0.062,7.97,25.77
2016-10-26,-0.01212,-0.054,7.98,30.47
2016-10-27,0.03594,-0.012,7.98,26.17
2016-10-28,0.01034,-0.011,7.98,27.16
2016-10-31,-0.01859,-0.127,7.98,28.41
2016-11-01,-0.0097,0.051,7.98,28.63
2016-11-02,0.01376,-0.009,7.98,25.83
2016-11-03,0.01865,-0.002,7.98,26.88
2016-11-04,-0.00157,-0.036,7.98,25.78
2016-11-07,0.0005,-0.104,7.98,28.93
2016-11-08,0.01335,-0.003,7.98,29.78
2016-11-09,0.00207,-0.053,7.98,26.17
2016-11-10,-0.02358,-0.008,7.98,29.49
2016-11-11,-0.01493,-0.039,7.98,29.4
2016-11-14,0.00393,-0.02,7.98,27.01
2016-11-15,0.02158,-0.061,7.98,25.03
2016-11-16,0.02879,0.005,7.98,26.39
2016-11-17,0.01373,-0.078,7.98,27.11
2016-11-18,0.00487,0.06,7.98,30.31
2016-11-21,0.01318,0.06,7.98,27.82
2016-11-22,-0.0123,0.035,7.98,26.49
2016-11-23,-0.00306,0.021,7.98,28.22
2016-11-24,-0.01513,-0.033,7.98,26.06
2016-11-25,-0.02278,0.017,7.98,28.77
2016-11-28,0.0057,-0.034,7.98,26.53
2016-11-29,0.00304,-0.092,7.98,26.75
2016-11-30,0.01208,0.03,7.98,28.56
2016-12-01,0.00953,0.015,7.98,30.63
2016-12-02,0.00407,-0.031,7.98,31.3
2016-12-05,0.00972,-0.079,7.98,26.44
2016-12-06,-0.00107,-0.053,7.98,27.11
2016-12-07,0.00713,-0.103,7.98,28.77
2016-12-08,-0.01337,0.008,7.98,29.75
2016-12-09,0.00635,-0.094,7.98,24.75
2016-12-12,0.01173,-0.019,7.98,28.13
2016-12-13,-0.01235,-0.064,7.98,27.27
2016-12-14,0.00063,-0.087,7.98,25.11
2016-12-15,-0.01152,-0.02,7.98,25.99
2016-12-16,-0.00978,-0.043,7.98,27.15
2016-12-19,-0.02055,0.004,7.98,28.09
2016-12-20,0.02248,-0.081,7.98,29.51
2016-12-21,0.01888,-0.06,7.98,28.53
2016-12-22,0.00937,-0.126,7.98,29.42
2016-12-23,0.0352,-0.117,7.98,28.04
2016-12-26,-0.00371,0.042,7.98,26.94
2016-12-27,0.05427,0.053,7.98,27.72
2016-12-28,-0.0044,-0.026,7.98,29.04
2016-12-29,0.00429,-0.063,7.98,29.55
2016-12-30,-0.00746,-0.042,7.98,27.78
2017-01-02,0.0064,0.005,7.98,26.61
2017-01-03,0.01474,-0.051,7.98,28.5
2017-01-04,-0.00235,-0.02,7.98,28.72
2017-01-05,0.03168,-0.031,7.98,29.85
2017-01-06,0.004,-0.053,7.98,26.98
2017-01-09,0.00457,-0.051,7.98,27.0
2017-01-10,-0.01666,-0.018,7.97,29.13
2017-01-11,0.00723,-0.069,7.97,27.39
2017-01-12,-0.00271,-0.012,7.98,27.33
2017-01-13,-0.01125,-0.049,7.97,29.88
2017-01-16,-0.01428,-0.025,7.97,25.94
2017-01-17,0.04779,0.025,7.97,31.08
2017-01-18,-0.00504,-0.037,7.97,27.08
2017-01-19,-0.02653,0.007,7.97,29.3
2017-01-20,-0.01287,-0.102,7.97,27.84
2017-01-23,-0.00123,-0.049,7.97,28.41
2017-01-24,0.00954,-0.029,7.97,27.61
2017-01-25,0.00969,0.047,7.97,29.28
2017-01-26,0.01188,-0.108,7.97,27.48
2017-01-27,-0.01191,-0.034,7.98,27.14
2017-01-30,0.00583,0.028,7.98,30.72
2017-01-31,-0.01607,-0.061,7.98,28.04
2017-02-01,-0.01145,-0.039,7.98,26.99
2017-02-02,-0.01682,-0.017,7.98,25.76
2017-02-03,-0.02169,-0.023,7.98,30.8
2017-02-06,0.01886,0.033,7.98,27.17
2017-02-07,0.0121,-0.012,7.98,31.09
2017-02-08,0.01728,0.023,7.98,28.6
2017-02-09,0.00041,-0.044,7.98,28.21
2017-02-10,0.01368,-0.06,7.98,28.25
2017-02-13,-0.032,-0.039,7.98,31.32
2017-02-14,0.01524,-0.076,7.98,24.71
2017-02-15,0.00289,-0.011,7.98,28.32
2017-02-16,0.01099,-0.045,7.98,27.6
2017-02-17,0.00654,-0.057,7.98,27.68
2017-02-20,-0.01807,-0.01,7.98,28.22
2017-02-21,-0.02726,-0.076,7.98,27.6
2017-02-22,-0.01312,0.001,7.98,28.28
2017-02-23,0.00987,-0.049,7.98,27.96
2017-02-24,0.01212,0.016,7.98,26.03
2017-02-27,-0.01895,-0.006,4.98,18.57
2017-02-28,-0.01354,0.035,4.98,19.07
2017-03-01,-0.00993,0.017,4.98,17.19
2017-03-02,-0.0048,0.04,4.98,20.8
2017-03-03,-0.01887,0.014,4.98,20.0
2017-03-06,-0.01971,-0.057,4.98,19.27
2017-03-07,-0.01131,0.05,4.98,19.25
2017-03-08,0.00141,0.006,4.98,18.05
2017-03-09,-0.01633,0.042,4.98,19.71
2017-03-10,-0.00142,0.038,4.98,20.36
2017-03-13,0.01502,-0.021,4.98,19.21
2017-03-14,-0.01802,-0.027,4.98,17.14
2017-03-15,-0.00269,0.036,4.98,17.94
2017-03-16,0.01455,-0.002,4.98,18.86
2017-03-17,-0.00566,0.047,4.98,19.26
2017-03-20,-0.00783,0.003,4.98,17.88
2017-03-21,0.01649,0.051,4.98,17.15
2017-03-22,-0.00409,0.027,4.98,20.38
2017-03-23,0.01566,0.022,4.98,16.39
2017-03-24,0.00621,-0.005,4.98,16.59
2017-03-27,-0.0046,0.019,4.98,16.01
2017-03-28,0.00692,0.058,4.98,16.58
2017-03-29,0.00469,0.008,4.98,19.87
2017-03-30,0.01449,0.031,4.98,19.92
2017-03-31,-0.00748,0.012,4.98,17.89
2017-04-03,0.00078,0.015,4.98,18.74
2017-04-04,-0.00066,0.079,4.98,17.98
2017-04-05,0.01006,0.058,4.98,16.21
2017-04-06,-0.01415,0.013,4.98,21.33
2017-04-07,0.01444,0.019,4.98,20.06
2017-04-10,0.00673,-0.018,4.98,18.53
2017-04-11,-0.01824,0.003,4.98,16.72
2017-04-12,0.01712,0.022,4.98,17.66
2017-04-13,0.03148,0.044,4.98,16.96
2017-04-14,0.01423,0.04,4.98,18.15
2017-04-17,0.02018,-0.034,4.98,18.46
